"label","ECSO_ID","ECSO_labels","Envthes_ID","Envthes_labels","ENVO_ID","ENVO_labels","PATO_ID","PATO_labels","PCO_ID","PCO_labels","BCO_ID","BCO_labels","CHEBI_ID","CHEBI_labels"
"non plant material length","http://purl.dataone.org/odo/ecso_00001177","non plant material length","","","","","","","","","","","",""
"normallized difference vegetation index","http://www.purl.dataone.org/odo/ecso_00010076","normallized difference vegetation index","","","","","","","","","","","",""
"number density","http://purl.dataone.org/odo/ecso_00001160","number density","","","","","","","","","","","",""
"number of bottles fired","http://purl.dataone.org/odo/ecso_00002198","number of bottles fired","","","","","","","","","","","",""
"number volumetric density","http://purl.dataone.org/odo/ecso_00001201","number volumetric density","","","","","","","","","","","",""
"o2 concentration","http://purl.dataone.org/odo/ecso_00001246","o2 concentration","","","","","","","","","","","",""
"observation hours","http://purl.dataone.org/odo/ecso_00002071","observation hours","","","","","","","","","","","",""
"oceanic bicarbonate concentration","http://purl.dataone.org/odo/ecso_00001131","oceanic bicarbonate concentration","","","","","","","","","","","",""
"oceanic carbon dioxide concentration","http://purl.dataone.org/odo/ecso_00001132","oceanic carbon dioxide concentration","","","","","","","","","","","",""
"oceanic carbon dioxide flux","http://purl.dataone.org/odo/ecso_00000543","oceanic carbon dioxide flux","","","","","","","","","","","",""
"oceanic carbonate concentration","http://purl.dataone.org/odo/ecso_00001126","oceanic carbonate concentration","","","","","","","","","","","",""
"oceanic co2 concentration","http://purl.dataone.org/odo/ecso_00001132","oceanic co2 concentration","","","","","","","","","","","",""
"oceanic co2 flux","http://purl.dataone.org/odo/ecso_00000543","oceanic co2 flux","","","","","","","","","","","",""
"oceanic total inorganic carbon concentration","http://purl.dataone.org/odo/ecso_00000535","oceanic total inorganic carbon concentration","","","","","","","","","","","",""
"optical depth","http://purl.dataone.org/odo/ecso_00002312","optical depth","","","","","","","","","","","",""
"optical thickness","http://purl.dataone.org/odo/ecso_00002312","optical thickness","","","","","","","","","","","",""
"organic carbon","http://purl.dataone.org/odo/ecso_00000329","organic carbon","http://vocabs.lter-europe.net/envthes/20813","organic carbon","","","","","","","","","",""
"organic carbon concentration","http://purl.dataone.org/odo/ecso_00000520","organic carbon concentration","","","","","","","","","","","",""
"organic carbon concentration in water","http://purl.dataone.org/odo/ecso_00001130","organic carbon concentration in water","","","","","","","","","","","",""
"organic carbon concentration, in water","http://purl.dataone.org/odo/ecso_00001130","organic carbon concentration, in water","","","","","","","","","","","",""
"organic carbon electron donor type","http://purl.dataone.org/odo/ecso_00002292","organic carbon electron donor type","","","","","","","","","","","",""
"organic carbon percentage","http://purl.dataone.org/odo/ecso_00000647","organic carbon percentage","","","","","","","","","","","",""
"organic carbon percentage in soil","http://purl.dataone.org/odo/ecso_00000648","organic carbon percentage in soil","","","","","","","","","","","",""
"organic carbon percentage in soil","http://purl.dataone.org/odo/ecso_00000649","organic carbon percentage in soil","","","","","","","","","","","",""
"organic carbon pool","http://purl.dataone.org/odo/ecso_00000331","organic carbon pool","","","","","","","","","","","",""
"organic content","http://purl.dataone.org/odo/ecso_00003030","organic content","","","","","","","","","","","",""
"outgoing longwave radiation","http://purl.dataone.org/odo/ecso_00001902","outgoing longwave radiation","","","","","","","","","","","",""
"outgoing par","http://purl.dataone.org/odo/ecso_00001582","outgoing par","","","","","","","","","","","",""
"outgoing photosynthetic photon flux density","http://purl.dataone.org/odo/ecso_00001582","outgoing photosynthetic photon flux density","","","","","","","","","","","",""
"outgoing photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001582","outgoing photosynthetically active radiation","","","","","","","","","","","",""
"outgoing radiation","http://purl.dataone.org/odo/ecso_00001901","outgoing radiation","","","","","","","","","","","",""
"outgoing shortwave radiation","http://purl.dataone.org/odo/ecso_00001903","outgoing shortwave radiation","","","","","","","","","","","",""
"outgoing solar radiation","http://purl.dataone.org/odo/ecso_00001904","outgoing solar radiation","","","","","","","","","","","",""
"oxygen argon saturation ratio","http://purl.dataone.org/odo/ecso_00002387","oxygen argon saturation ratio","","","","","","","","","","","",""
"oxygen concentration","http://purl.dataone.org/odo/ecso_00001246","oxygen concentration","","","","","","","","","","","",""
"oxygen evolution lightdark method","http://purl.dataone.org/odo/ecso_00000093","oxygen evolution lightdark method","","","","","","","","","","","",""
"oxygen isotope ratio","http://purl.dataone.org/odo/ecso_00001739","oxygen isotope ratio","","","","","","","","","","","",""
"oxygen saturation percentage","http://purl.dataone.org/odo/ecso_00001668","oxygen saturation percentage","","","","","","","","","","","",""
"par attenuation","http://purl.dataone.org/odo/ecso_00001734","par attenuation","","","","","","","","","","","",""
"parnassia palustris percent cover","http://purl.dataone.org/odo/ecso_00001601","parnassia palustris percent cover","","","","","","","","","","","",""
"part of season measurement made","http://purl.dataone.org/odo/ecso_00002053","part of season measurement made","","","","","","","","","","","",""
"particle detection rate","http://purl.dataone.org/odo/ecso_00002179","particle detection rate","","","","","","","","","","","",""
"particulate organic carbon","http://purl.dataone.org/odo/ecso_00000572","particulate organic carbon","http://vocabs.lter-europe.net/envthes/20814","particulate organic carbon","","","","","","","","","",""
"particulate organic carbon","http://purl.dataone.org/odo/ecso_00000572","particulate organic carbon","http://vocabs.lter-europe.net/envthes/af_c2_2676","particulate organic carbon","","","","","","","","","",""
"particulate organic carbon pool","http://purl.dataone.org/odo/ecso_00000336","particulate organic carbon pool","","","","","","","","","","","",""
"peak biomass harvest method","http://purl.dataone.org/odo/ecso_00000090","peak biomass harvest method","","","","","","","","","","","",""
"peak signal strength for carbon","http://purl.dataone.org/odo/ecso_00002290","peak signal strength for carbon","","","","","","","","","","","",""
"peak signal strength for nitrogen","http://purl.dataone.org/odo/ecso_00002291","peak signal strength for nitrogen","","","","","","","","","","","",""
"peat active layer depth","http://purl.dataone.org/odo/ecso_00001554","peat active layer depth","","","","","","","","","","","",""
"peat bulk density","http://purl.dataone.org/odo/ecso_00002279","peat bulk density","","","","","","","","","","","",""
"peat depth","http://purl.dataone.org/odo/ecso_00001553","peat depth","","","","","","","","","","","",""
"peat sample base depth","http://purl.dataone.org/odo/ecso_00001753","peat sample base depth","","","","","","","","","","","",""
"peat sample midpoint depth","http://purl.dataone.org/odo/ecso_00001754","peat sample midpoint depth","","","","","","","","","","","",""
"peat temperature","http://purl.dataone.org/odo/ecso_00001228","peat temperature","","","","","","","","","","","",""
"percent carbon","http://purl.dataone.org/odo/ecso_00001127","percent carbon","http://vocabs.lter-europe.net/envthes/22181","percent carbon","","","","","","","","","",""
"percent saturation of dissolved ch4","http://purl.dataone.org/odo/ecso_00000640","percent saturation of dissolved ch4","","","","","","","","","","","",""
"percent saturation of dissolved methane","http://purl.dataone.org/odo/ecso_00000640","percent saturation of dissolved methane","","","","","","","","","","","",""
"periphyton","http://purl.dataone.org/odo/ecso_00002776","periphyton","http://vocabs.lter-europe.net/envthes/20669","periphyton","","","","","","","","","",""
"periphyton massspecificproductionrate","http://purl.dataone.org/odo/ecso_00002777","periphyton massspecificproductionrate","","","","","","","","","","","",""
"peristaltic pump rate","http://purl.dataone.org/odo/ecso_00002368","peristaltic pump rate","","","","","","","","","","","",""
"permafrost active layer","http://www.purl.dataone.org/odo/ecso_00010089","permafrost active layer","","","","","","","","","","","",""
"permafrost active layer failure","http://www.purl.dataone.org/odo/ecso_00010091","permafrost active layer failure","","","","","","","","","","","",""
"permafrost depth","http://purl.dataone.org/odo/ecso_00001697","permafrost depth","","","","","","","","","","","",""
"permafrost feature","http://www.purl.dataone.org/odo/ecso_00010130","permafrost feature","","","","","","","","","","","",""
"permafrost frozen section bottom depth","http://purl.dataone.org/odo/ecso_00001866","permafrost frozen section bottom depth","","","","","","","","","","","",""
"permafrost frozen section top depth","http://purl.dataone.org/odo/ecso_00002231","permafrost frozen section top depth","","","","","","","","","","","",""
"permafrost layer","http://www.purl.dataone.org/odo/ecso_00010088","permafrost layer","","","","","","","","","","","",""
"permafrost process","http://www.purl.dataone.org/odo/ecso_00010103","permafrost process","","","","","","","","","","","",""
"permafrost relict active layer","http://www.purl.dataone.org/odo/ecso_00010090","permafrost relict active layer","","","","","","","","","","","",""
"permafrost transient layer base depth","http://purl.dataone.org/odo/ecso_00001863","permafrost transient layer base depth","","","","","","","","","","","",""
"phaeophytin concentration","http://purl.dataone.org/odo/ecso_00001249","phaeophytin concentration","","","","","","","","","","","",""
"phenol oxidase activity","http://purl.dataone.org/odo/ecso_00002333","phenol oxidase activity","","","","","","","","","","","",""
"pheo concentration","http://purl.dataone.org/odo/ecso_00001249","pheo concentration","","","","","","","","","","","",""
"pheophytin concentration","http://purl.dataone.org/odo/ecso_00001249","pheophytin concentration","","","","","","","","","","","",""
"phosphatase activity","http://purl.dataone.org/odo/ecso_00002334","phosphatase activity","","","","","","","","","","","",""
"phosphate concentration","http://purl.dataone.org/odo/ecso_00002328","phosphate concentration","","","","","","","","","","","",""
